序号,学科门类,门类代码,一级学科名称,学科代码,评估结果,院校名称,学校代码,评估百分位,评估名次,评估档次,全国“博士授权”高校总数,本次参评“博士授权”高校数,本次参评高校总数,双一流学科
2587,工学,8,信息与通信工程,810,C-,西安理工大学,10700,60%-70%,前82-95名,9档,64,61,137,
2623,工学,8,控制科学与工程,811,B+,西安理工大学,10700,10%-20%,前16-32名,4档,67,64,162,
2843,工学,8,计算机科学与技术,812,C,西安理工大学,10700,50%-60%,前119-142名,8档,77,75,238,
2963,工学,8,土木工程,814,B-,西安理工大学,10700,30%-40%,前40-53名,6档,56,54,134,
3015,工学,8,水利工程,815,B+,西安理工大学,10700,10%-20%,前4-9名,4档,24,24,49,
3243,工学,8,轻工技术与工程,822,C-,西安理工大学,10700,60%-70%,前14-16名,9档,9,9,24,
3357,工学,8,农业工程,828,C-,西安理工大学,10700,60%-70%,前22-25名,9档,24,21,37,
3426,工学,8,环境科学与工程,830,B-,西安理工大学,10700,30%-40%,前46-62名,6档,60,57,155,
4441,管理学,12,管理科学与工程,1201,B+,西安理工大学,10700,10%-20%,前18-37名,4档,90,85,187,
4629,管理学,12,工商管理,1202,B-,西安理工大学,10700,30%-40%,前72-96名,6档,65,63,240,
5112,艺术学,13,设计学,1305,C-,西安理工大学,10700,60%-70%,前56-65名,9档,16,16,94,
1966,工学,8,机械工程,802,B+,西安电子科技大学,10701,10%-20%,前18-37名,4档,93,89,189,
2086,工学,8,光学工程,803,B,西安电子科技大学,10701,20%-30%,前16-24名,5档,39,36,80,
2140,工学,8,仪器科学与技术,804,B,西安电子科技大学,10701,20%-30%,前14-21名,5档,32,29,73,
2253,工学,8,材料科学与工程,805,C+,西安电子科技大学,10701,40%-50%,前68-86名,7档,93,89,172,
2425,工学,8,电子科学与技术,809,A+,西安电子科技大学,10701,前2%,前2名,1档,52,49,106,
2502,工学,8,信息与通信工程,810,A,西安电子科技大学,10701,2%-5%,前6名,2档,64,61,137,信息与通信工程
2624,工学,8,控制科学与工程,811,B+,西安电子科技大学,10701,10%-20%,前16-32名,4档,67,64,162,
2729,工学,8,计算机科学与技术,812,A-,西安电子科技大学,10701,5%-10%,前11-23名,3档,77,75,238,计算机科学与技术
3512,工学,8,生物医学工程,831,C+,西安电子科技大学,10701,40%-50%,前28-35名,7档,35,32,70,
3687,工学,8,软件工程,835,B+,西安电子科技大学,10701,10%-20%,前16-33名,4档,46,45,165,
4476,管理学,12,管理科学与工程,1201,B-,西安电子科技大学,10701,30%-40%,前56-74名,6档,90,85,187,
2872,工学,8,计算机科学与技术,812,C-,西安石油大学,10705,60%-70%,前142-166名,9档,77,75,238,
3146,工学,8,化学工程与技术,817,C,西安石油大学,10705,50%-60%,前72-86名,8档,54,51,144,
3216,工学,8,石油与天然气工程,820,C,西安石油大学,10705,50%-60%,前42-50名,8档,48,38,84,
538,法学,3,马克思主义理论,305,B-,西安科技大学,10704,30%-40%,前69-92名,6档,93,83,231,
2020,工学,8,机械工程,802,C+,西安科技大学,10704,40%-50%,前75-94名,7档,93,89,189,
2588,工学,8,信息与通信工程,810,C-,西安科技大学,10704,60%-70%,前82-95名,9档,64,61,137,
2964,工学,8,土木工程,814,B-,西安科技大学,10704,30%-40%,前40-53名,6档,56,54,134,
3057,工学,8,测绘科学与技术,816,C+,西安科技大学,10704,40%-50%,前13-17名,7档,15,13,34,
3184,工学,8,地质资源与地质工程,818,C+,西安科技大学,10704,40%-50%,前15-19名,7档,27,26,38,
3205,工学,8,矿业工程,819,C+,西安科技大学,10704,40%-50%,前11-14名,7档,18,18,28,
3778,工学,8,安全科学与工程,837,A-,西安科技大学,10704,5%-10%,前2-5名,3档,20,20,52,
4534,管理学,12,管理科学与工程,1201,C-,西安科技大学,10704,60%-70%,前112-130名,9档,90,85,187,
4878,艺术学,13,艺术学理论,1301,B,西安美术学院,10729,20%-30%,前10-15名,5档,19,18,50,
4986,艺术学,13,美术学,1304,A,西安美术学院,10729,2%-5%,前4名,2档,15,15,93,
5065,艺术学,13,设计学,1305,B+,西安美术学院,10729,10%-20%,前9-18名,4档,16,16,94,
196,经济学,2,应用经济学,202,C+,西安财经学院,11560,40%-50%,前62-77名,7档,66,58,155,
1848,理学,7,统计学,714,C+,西安财经学院,11560,40%-50%,前48-60名,7档,54,51,120,
4656,管理学,12,工商管理,1202,C+,西安财经学院,11560,40%-50%,前96-120名,7档,65,63,240,
229,经济学,2,应用经济学,202,C-,西安邮电大学,11664,60%-70%,前93-108名,9档,66,58,155,
2485,工学,8,电子科学与技术,809,C,西安邮电大学,11664,50%-60%,前53-63名,8档,52,49,106,
2549,工学,8,信息与通信工程,810,B-,西安邮电大学,11664,30%-40%,前41-54名,6档,64,61,137,
2828,工学,8,计算机科学与技术,812,C+,西安邮电大学,11664,40%-50%,前95-119名,7档,77,75,238,
3756,工学,8,软件工程,835,C,西安邮电大学,11664,50%-60%,前82-99名,8档,46,45,165,
4911,艺术学,13,音乐与舞蹈学,1302,B+,西安音乐学院,10728,10%-20%,前6-13名,4档,11,11,69,
445,法学,3,民族学,304,C,西藏民族大学,10695,50%-60%,前15-18名,8档,15,14,31,
2161,工学,8,仪器科学与技术,804,C,解放军信息工程大学,90005,50%-60%,前36-43名,8档,32,29,73,
2476,工学,8,电子科学与技术,809,C+,解放军信息工程大学,90005,40%-50%,前42-53名,7档,52,49,106,
2509,工学,8,信息与通信工程,810,A-,解放军信息工程大学,90005,5%-10%,前6-13名,3档,64,61,137,
2656,工学,8,控制科学与工程,811,B-,解放军信息工程大学,90005,30%-40%,前48-64名,6档,67,64,162,
2730,工学,8,计算机科学与技术,812,A-,解放军信息工程大学,90005,5%-10%,前11-23名,3档,77,75,238,
3042,工学,8,测绘科学与技术,816,A+,解放军信息工程大学,90005,前2%,前2名,1档,15,13,34,
3704,工学,8,软件工程,835,B,解放军信息工程大学,90005,20%-30%,前33-49名,5档,46,45,165,
1275,理学,7,数学,701,C,解放军理工大学,90006,50%-60%,前91-109名,8档,76,69,182,
1541,理学,7,大气科学,706,B,解放军理工大学,90006,20%-30%,前2-4名,5档,9,8,14,
1561,理学,7,海洋科学,707,C-,解放军理工大学,90006,60%-70%,前13-15名,9档,12,10,22,
1988,工学,8,机械工程,802,B,解放军理工大学,90006,20%-30%,前37-56名,5档,93,89,189,
2110,工学,8,光学工程,803,C,解放军理工大学,90006,50%-60%,前40-48名,8档,39,36,80,
2465,工学,8,电子科学与技术,809,B-,解放军理工大学,90006,30%-40%,前31-42名,6档,52,49,106,
2510,工学,8,信息与通信工程,810,A-,解放军理工大学,90006,5%-10%,前6-13名,3档,64,61,137,
2754,工学,8,计算机科学与技术,812,B+,解放军理工大学,90006,10%-20%,前23-47名,4档,77,75,238,
2925,工学,8,土木工程,814,A-,解放军理工大学,90006,5%-10%,前6-13名,3档,56,54,134,
3315,工学,8,兵器科学与技术,826,C+,解放军理工大学,90006,40%-50%,前5-6名,7档,14,10,13,
3688,工学,8,软件工程,835,B+,解放军理工大学,90006,10%-20%,前16-33名,4档,46,45,165,
4058,医学,10,基础医学,1001,C+,贵州医科大学,10660,40%-50%,前31-39名,7档,43,38,78,
4125,医学,10,临床医学,1002,C,贵州医科大学,10660,50%-60%,前43-51名,8档,52,48,86,
4192,医学,10,公共卫生与预防医学,1004,C,贵州医科大学,10660,50%-60%,前27-32名,8档,34,32,54,
4312,医学,10,药学,1007,C+,贵州医科大学,10660,40%-50%,前41-52名,7档,41,37,104,
225,经济学,2,应用经济学,202,C-,贵州大学,10657,60%-70%,前93-108名,9档,66,58,155,
297,法学,3,法学,301,C+,贵州大学,10657,40%-50%,前57-72名,7档,40,38,144,
1237,理学,7,数学,701,B-,贵州大学,10657,30%-40%,前54-72名,6档,76,69,182,
1383,理学,7,物理学,702,C-,贵州大学,10657,60%-70%,前76-88名,9档,64,56,127,
1486,理学,7,化学,703,C-,贵州大学,10657,60%-70%,前90-105名,9档,69,66,150,
1648,理学,7,生物学,710,B-,贵州大学,10657,30%-40%,前48-64名,6档,91,75,161,
1778,理学,7,生态学,713,C,贵州大学,10657,50%-60%,前50-60名,8档,57,48,100,
2001,工学,8,机械工程,802,B-,贵州大学,10657,30%-40%,前56-75名,6档,93,89,189,
2252,工学,8,材料科学与工程,805,C+,贵州大学,10657,40%-50%,前68-86名,7档,93,89,172,
2306,工学,8,冶金工程,806,C-,贵州大学,10657,60%-70%,前12-14名,9档,11,11,20,
2484,工学,8,电子科学与技术,809,C,贵州大学,10657,50%-60%,前53-63名,8档,52,49,106,
2824,工学,8,计算机科学与技术,812,C+,贵州大学,10657,40%-50%,前95-119名,7档,77,75,238,
2992,工学,8,土木工程,814,C,贵州大学,10657,50%-60%,前67-80名,8档,56,54,134,
3144,工学,8,化学工程与技术,817,C,贵州大学,10657,50%-60%,前72-86名,8档,54,51,144,
3719,工学,8,软件工程,835,B-,贵州大学,10657,30%-40%,前49-66名,6档,46,45,165,
3892,农学,9,植物保护,904,B+,贵州大学,10657,10%-20%,前3-7名,4档,24,20,35,植物保护（自定）
3986,农学,9,林学,907,C,贵州大学,10657,50%-60%,前15-18名,8档,18,18,30,
4817,管理学,12,公共管理,1204,C,贵州大学,10657,50%-60%,前71-85名,8档,43,27,143,
378,法学,3,政治学,302,C-,贵州师范大学,10663,60%-70%,前45-53名,9档,30,28,76,
512,法学,3,马克思主义理论,305,B,贵州师范大学,10663,20%-30%,前46-69名,5档,93,83,231,
668,教育学,4,教育学,401,C,贵州师范大学,10663,50%-60%,前50-60名,8档,31,30,101,
709,教育学,4,心理学,402,C,贵州师范大学,10663,50%-60%,前25-30名,8档,24,23,51,
841,文学,5,中国语言文学,501,C+,贵州师范大学,10663,40%-50%,前59-74名,7档,65,64,148,
1255,理学,7,数学,701,C+,贵州师范大学,10663,40%-50%,前72-91名,7档,76,69,182,
1517,理学,7,地理学,705,B-,贵州师范大学,10663,30%-40%,前18-24名,6档,31,29,60,
1787,理学,7,生态学,713,C,贵州师范大学,10663,50%-60%,前50-60名,8档,57,48,100,
419,法学,3,社会学,303,C,贵州民族大学,10672,50%-60%,前32-39名,8档,24,24,65,
447,法学,3,民族学,304,C-,贵州民族大学,10672,60%-70%,前18-21名,9档,15,14,31,
869,文学,5,中国语言文学,501,C-,贵州民族大学,10672,60%-70%,前88-103名,9档,65,64,148,
213,经济学,2,应用经济学,202,C,贵州财经大学,10671,50%-60%,前77-93名,8档,66,58,155,
587,法学,3,马克思主义理论,305,C,贵州财经大学,10671,50%-60%,前115-138名,8档,93,83,231,
1874,理学,7,统计学,714,C-,贵州财经大学,10671,60%-70%,前72-84名,9档,54,51,120,
4650,管理学,12,工商管理,1202,C+,贵州财经大学,10671,40%-50%,前96-120名,7档,65,63,240,
4834,管理学,12,公共管理,1204,C-,贵州财经大学,10671,60%-70%,前85-100名,9档,43,27,143,
4219,医学,10,中医学,1005,C,贵阳中医学院,10662,50%-60%,前18-22名,8档,20,20,37,
4356,医学,10,中药学,1008,C,贵阳中医学院,10662,50%-60%,前21-25名,8档,24,22,43,
424,法学,3,社会学,303,C-,赣南师范大学,10418,60%-70%,前39-45名,9档,24,24,65,
575,法学,3,马克思主义理论,305,C,赣南师范大学,10418,50%-60%,前115-138名,8档,93,83,231,
665,教育学,4,教育学,401,C,赣南师范大学,10418,50%-60%,前50-60名,8档,31,30,101,
4207,医学,10,中医学,1005,B,辽宁中医药大学,10162,20%-30%,前7-11名,5档,20,20,37,
4232,医学,10,中西医结合,1006,B+,辽宁中医药大学,10162,10%-20%,前5-10名,4档,32,32,54,
4294,医学,10,药学,1007,B-,辽宁中医药大学,10162,30%-40%,前31-41名,6档,41,37,104,
4347,医学,10,中药学,1008,B-,辽宁中医药大学,10162,30%-40%,前12-17名,6档,24,22,43,
26,哲学,1,哲学,101,B-,辽宁大学,10140,30%-40%,前25-33名,6档,48,38,84,
78,经济学,2,理论经济学,201,B,辽宁大学,10140,20%-30%,前18-27名,5档,39,38,90,
140,经济学,2,应用经济学,202,B+,辽宁大学,10140,10%-20%,前15-31名,4档,66,58,155,应用经济学（自定）
247,法学,3,法学,301,B+,辽宁大学,10140,10%-20%,前14-28名,4档,40,38,144,
368,法学,3,政治学,302,C,辽宁大学,10140,50%-60%,前38-45名,8档,30,28,76,
475,法学,3,马克思主义理论,305,B+,辽宁大学,10140,10%-20%,前23-46名,4档,93,83,231,
818,文学,5,中国语言文学,501,B-,辽宁大学,10140,30%-40%,前44-59名,6档,65,64,148,
961,文学,5,外国语言文学,502,C,辽宁大学,10140,50%-60%,前74-88名,8档,41,38,163,
1025,文学,5,新闻传播学,503,C+,辽宁大学,10140,40%-50%,前32-40名,7档,17,17,81,
1119,历史学,6,中国史,602,C-,辽宁大学,10140,60%-70%,前49-57名,9档,48,48,82,
1162,历史学,6,世界史,603,C-,辽宁大学,10140,60%-70%,前34-40名,9档,31,31,58,
1282,理学,7,数学,701,C-,辽宁大学,10140,60%-70%,前109-127名,9档,76,69,182,
1361,理学,7,物理学,702,C,辽宁大学,10140,50%-60%,前63-76名,8档,64,56,127,
1449,理学,7,化学,703,C+,辽宁大学,10140,40%-50%,前60-75名,7档,69,66,150,
1683,理学,7,生物学,710,C-,辽宁大学,10140,60%-70%,前96-112名,9档,91,75,161,
1772,理学,7,生态学,713,C,辽宁大学,10140,50%-60%,前50-60名,8档,57,48,100,
1826,理学,7,统计学,714,B-,辽宁大学,10140,30%-40%,前36-48名,6档,54,51,120,
4568,管理学,12,工商管理,1202,B+,辽宁大学,10140,10%-20%,前24-48名,4档,65,63,240,
4779,管理学,12,公共管理,1204,B-,辽宁大学,10140,30%-40%,前42-57名,6档,43,27,143,
4863,管理学,12,图书情报与档案管理,1205,C-,辽宁大学,10140,60%-70%,前23-27名,9档,11,10,39,
4973,艺术学,13,戏剧与影视学,1303,C,辽宁大学,10140,50%-60%,前25-30名,8档,14,13,51,
2663,工学,8,控制科学与工程,811,C+,辽宁工业大学,10154,40%-50%,前64-81名,7档,67,64,162,
4521,管理学,12,管理科学与工程,1201,C-,辽宁工业大学,10154,60%-70%,前112-130名,9档,90,85,187,
1908,工学,8,力学,801,C+,辽宁工程技术大学,10147,40%-50%,前32-40名,7档,53,52,80,
2010,工学,8,机械工程,802,C+,辽宁工程技术大学,10147,40%-50%,前75-94名,7档,93,89,189,
2409,工学,8,电气工程,808,C,辽宁工程技术大学,10147,50%-60%,前42-50名,8档,40,39,84,
2968,工学,8,土木工程,814,C+,辽宁工程技术大学,10147,40%-50%,前53-67名,7档,56,54,134,
3051,工学,8,测绘科学与技术,816,B-,辽宁工程技术大学,10147,30%-40%,前10-13名,6档,15,13,34,
3200,工学,8,矿业工程,819,B-,辽宁工程技术大学,10147,30%-40%,前8-11名,6档,18,18,28,
3740,工学,8,软件工程,835,C,辽宁工程技术大学,10147,50%-60%,前82-99名,8档,46,45,165,
3784,工学,8,安全科学与工程,837,B,辽宁工程技术大学,10147,20%-30%,前10-15名,5档,20,20,52,
4486,管理学,12,管理科学与工程,1201,C+,辽宁工程技术大学,10147,40%-50%,前74-93名,7档,90,85,187,
375,法学,3,政治学,302,C-,辽宁师范大学,10165,60%-70%,前45-53名,9档,30,28,76,
522,法学,3,马克思主义理论,305,B-,辽宁师范大学,10165,30%-40%,前69-92名,6档,93,83,231,
634,教育学,4,教育学,401,B,辽宁师范大学,10165,20%-30%,前20-30名,5档,31,30,101,
692,教育学,4,心理学,402,B,辽宁师范大学,10165,20%-30%,前10-15名,5档,24,23,51,
741,教育学,4,体育学,403,B-,辽宁师范大学,10165,30%-40%,前23-31名,6档,21,21,78,
832,文学,5,中国语言文学,501,C+,辽宁师范大学,10165,40%-50%,前59-74名,7档,65,64,148,
943,文学,5,外国语言文学,502,C+,辽宁师范大学,10165,40%-50%,前59-74名,7档,41,38,163,
1111,历史学,6,中国史,602,C,辽宁师范大学,10165,50%-60%,前41-49名,8档,48,48,82,
1242,理学,7,数学,701,C+,辽宁师范大学,10165,40%-50%,前72-91名,7档,76,69,182,
1347,理学,7,物理学,702,C+,辽宁师范大学,10165,40%-50%,前50-63名,7档,64,56,127,
1450,理学,7,化学,703,C+,辽宁师范大学,10165,40%-50%,前60-75名,7档,69,66,150,
1513,理学,7,地理学,705,B-,辽宁师范大学,10165,30%-40%,前18-24名,6档,31,29,60,
1652,理学,7,生物学,710,C+,辽宁师范大学,10165,40%-50%,前64-80名,7档,91,75,161,
1781,理学,7,生态学,713,C,辽宁师范大学,10165,50%-60%,前50-60名,8档,57,48,100,
2810,工学,8,计算机科学与技术,812,C+,辽宁师范大学,10165,40%-50%,前95-119名,7档,77,75,238,
4942,艺术学,13,音乐与舞蹈学,1302,C-,辽宁师范大学,10165,60%-70%,前41-48名,9档,11,11,69,
4978,艺术学,13,戏剧与影视学,1303,C-,辽宁师范大学,10165,60%-70%,前30-35名,9档,14,13,51,
5043,艺术学,13,美术学,1304,C-,辽宁师范大学,10165,60%-70%,前55-65名,9档,15,15,93,
593,法学,3,马克思主义理论,305,C-,辽宁石油化工大学,10148,60%-70%,前138-161名,9档,93,83,231,
2360,工学,8,动力工程及工程热物理,807,C-,辽宁石油化工大学,10148,60%-70%,前50-58名,9档,43,42,84,
2662,工学,8,控制科学与工程,811,C+,辽宁石油化工大学,10148,40%-50%,前64-81名,7档,67,64,162,
3094,工学,8,化学工程与技术,817,B,辽宁石油化工大学,10148,20%-30%,前28-43名,5档,54,51,144,
3805,工学,8,安全科学与工程,837,C-,辽宁石油化工大学,10148,60%-70%,前31-36名,9档,20,20,52,
2030,工学,8,机械工程,802,C,辽宁科技大学,10146,50%-60%,前94-113名,8档,93,89,189,
2278,工学,8,材料科学与工程,805,C-,辽宁科技大学,10146,60%-70%,前103-120名,9档,93,89,172,
2305,工学,8,冶金工程,806,C-,辽宁科技大学,10146,60%-70%,前12-14名,9档,11,11,20,
2676,工学,8,控制科学与工程,811,C+,辽宁科技大学,10146,40%-50%,前64-81名,7档,67,64,162,
3111,工学,8,化学工程与技术,817,B-,辽宁科技大学,10146,30%-40%,前43-57名,6档,54,51,144,
3726,工学,8,软件工程,835,C+,辽宁科技大学,10146,40%-50%,前66-82名,7档,46,45,165,
4690,管理学,12,工商管理,1202,C-,辽宁科技大学,10146,60%-70%,前144-168名,9档,65,63,240,
4132,医学,10,临床医学,1002,C-,遵义医学院,10661,60%-70%,前51-60名,9档,52,48,86,
4321,医学,10,药学,1007,C+,遵义医学院,10661,40%-50%,前41-52名,7档,41,37,104,
188,经济学,2,应用经济学,202,C+,郑州大学,10459,40%-50%,前62-77名,7档,66,58,155,
267,法学,3,法学,301,B,郑州大学,10459,20%-30%,前28-43名,5档,40,38,144,
372,法学,3,政治学,302,C,郑州大学,10459,50%-60%,前38-45名,8档,30,28,76,
485,法学,3,马克思主义理论,305,B+,郑州大学,10459,10%-20%,前23-46名,4档,93,83,231,
752,教育学,4,体育学,403,C+,郑州大学,10459,40%-50%,前31-39名,7档,21,21,78,
837,文学,5,中国语言文学,501,C+,郑州大学,10459,40%-50%,前59-74名,7档,65,64,148,
930,文学,5,外国语言文学,502,B-,郑州大学,10459,30%-40%,前44-59名,6档,41,38,163,
1007,文学,5,新闻传播学,503,B,郑州大学,10459,20%-30%,前16-24名,5档,17,17,81,
1050,历史学,6,考古学,601,B+,郑州大学,10459,10%-20%,前3-7名,4档,21,21,36,
1098,历史学,6,中国史,602,B-,郑州大学,10459,30%-40%,前24-32名,6档,48,48,82,
1152,历史学,6,世界史,603,C+,郑州大学,10459,40%-50%,前23-29名,7档,31,31,58,
1213,理学,7,数学,701,B,郑州大学,10459,20%-30%,前36-54名,5档,76,69,182,
1343,理学,7,物理学,702,B-,郑州大学,10459,30%-40%,前38-50名,6档,64,56,127,
1408,理学,7,化学,703,B+,郑州大学,10459,10%-20%,前15-30名,4档,69,66,150,化学（自定）
1679,理学,7,生物学,710,C,郑州大学,10459,50%-60%,前80-96名,8档,91,75,161,
